DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
3926.96,0.50, 86845.09, -96334.76, 115523.68, 115523.68,19188.92, 27.56, 115551.24, 19216.48, 19161.36, -5.03, True, -1401458.73
3927.46,0.50, 86856.61, -98823.07, 115523.68, 115523.68,16700.61, 20.88, 115544.56, 16721.49, 16679.73, -5.03, True, -1403735.80
3927.96,0.50, 86868.14, -101220.40, 115523.68, 115523.68,14303.28, 15.32, 115539.00, 14318.60, 14287.96, -5.03, True, -1406027.50
3928.46,0.50, 86879.67, -103391.35, 115523.68, 115523.68,12132.33, 11.03, 115534.71, 12143.36, 12121.30, -5.03, True, -1408349.21
3928.96,0.50, 86891.20, -105375.65, 115523.68, 115523.68,10148.02, 7.72, 115531.40, 10155.74, 10140.31, -5.03, True, -1410696.85
3929.46,0.50, 86902.73, -107137.03, 115523.68, 115523.68,8386.65, 5.27, 115528.95, 8391.92, 8381.37, -5.03, True, -1413074.83
3929.96,0.50, 86914.25, -108728.51, 115523.68, 115523.68,6795.16, 3.46, 115527.14, 6798.63, 6791.70, -5.03, True, -1415477.47
3930.46,0.50, 86925.78, -110210.77, 115523.68, 115523.68,5312.90, 2.12, 115525.79, 5315.02, 5310.79, -5.03, True, -1417898.10
3930.96,0.50, 86937.31, -111505.89, 115523.68, 115523.68,4017.79, 1.21, 115524.89, 4019.00, 4016.58, -5.03, True, -1420345.80
3931.46,0.50, 86948.84, -112699.42, 115523.68, 115523.68,2824.25, 0.60, 115524.28, 2824.85, 2823.65, -5.03, True, -1422810.99
3931.96,0.50, 86960.36, -113722.20, 115523.68, 115523.68,1801.48, 0.24, 115523.92, 1801.72, 1801.24, -5.03, True, -1425301.80
3932.46,0.50, 86971.89, -114629.19, 115523.68, 115523.68,894.49, 0.06, 115523.74, 894.55, 894.43, -5.03, True, -1427812.06
3932.96,0.50, 86983.42, -115419.32, 115523.68, 115523.68,104.36, 0.00, 115523.68, 104.36, 104.36, -5.03, True, -1430342.06
3933.46,0.50, 86994.95, -116025.91, 115523.68, 115523.68,-502.23, 0.02, 115523.70, -502.21, -502.25, -5.03, True, -1432899.67
3933.96,0.50, 87006.48, -116360.69, 115523.68, 115523.68,-837.01, 0.05, 115523.73, -836.96, -837.06, -5.03, True, -1435495.38
3934.46,0.50, 87018.00, -116413.61, 115523.68, 115523.68,-889.93, 0.06, 115523.74, -889.87, -889.99, -5.03, True, -1438130.60
3934.96,0.50, 87029.53, -116982.48, 115523.68, 115523.68,-1458.81, 0.16, 115523.84, -1458.65, -1458.97, -5.03, True, -1440712.16
3935.46,0.50, 87041.06, -117044.38, 115523.68, 115523.68,-1520.70, 0.17, 115523.85, -1520.52, -1520.87, -5.03, True, -1443359.70
3935.96,0.50, 87052.59, -117055.09, 115523.68, 115523.68,-1531.41, 0.18, 115523.85, -1531.24, -1531.59, -5.03, True, -1446020.02
3936.46,0.50, 87064.11, -117022.91, 115523.68, 115523.68,-1499.23, 0.17, 115523.85, -1499.06, -1499.40, -5.03, True, -1448692.21
3936.96,0.50, 87075.64, -116931.79, 115523.68, 115523.68,-1408.12, 0.15, 115523.83, -1407.97, -1408.26, -5.03, True, -1451378.21
3937.46,0.50, 87087.17, -116799.34, 115523.68, 115523.68,-1275.66, 0.12, 115523.80, -1275.54, -1275.78, -5.03, True, -1454075.99
3937.96,0.50, 87098.70, -116567.74, 115523.68, 115523.68,-1044.06, 0.08, 115523.76, -1043.98, -1044.14, -5.03, True, -1456792.43
3938.46,0.50, 87110.23, -116280.72, 115523.68, 115523.68,-757.04, 0.04, 115523.72, -757.00, -757.08, -5.03, True, -1459522.43
3938.96,0.50, 87121.75, -115923.42, 115523.68, 115523.68,-399.74, 0.01, 115523.69, -399.73, -399.75, -5.03, True, -1462267.81
3939.46,0.50, 87133.28, -115567.19, 115523.68, 115523.68,-43.51, 0.00, 115523.68, -43.51, -43.51, -5.03, True, -1465020.14
3939.96,0.50, 87144.81, -115217.58, 115523.68, 115523.68,306.10, 0.01, 115523.68, 306.11, 306.09, -5.03, True, -1467778.81
3940.46,0.50, 87156.34, -114920.03, 115523.68, 115523.68,603.65, 0.03, 115523.70, 603.67, 603.62, -5.03, True, -1470538.41
3940.96,0.50, 87167.86, -114629.97, 115523.68, 115523.68,893.71, 0.06, 115523.74, 893.77, 893.65, -5.03, True, -1473304.27
3941.46,0.50, 87179.39, -114315.19, 115523.68, 115523.68,1208.49, 0.11, 115523.79, 1208.60, 1208.38, -5.03, True, -1476080.24
3941.96,0.50, 87190.92, -113876.21, 115523.68, 115523.68,1647.47, 0.20, 115523.88, 1647.67, 1647.26, -5.03, True, -1478878.24
3942.46,0.50, 87202.45, -113253.29, 115523.68, 115523.68,2270.38, 0.39, 115524.06, 2270.77, 2270.00, -5.03, True, -1481705.48
3942.96,0.50, 87213.98, -112356.93, 115523.68, 115523.68,3166.75, 0.75, 115524.43, 3167.50, 3166.00, -5.03, True, -1484572.74
3943.46,0.50, 87225.50, -111275.16, 115523.68, 115523.68,4248.51, 1.35, 115525.03, 4249.87, 4247.16, -5.03, True, -1487469.57
3943.96,0.50, 87237.03, -110511.98, 115523.68, 115523.68,5011.70, 1.88, 115525.56, 5013.58, 5009.81, -5.02, True, -1490335.73
3944.46,0.50, 87248.56, -110115.03, 115523.68, 115523.68,5408.65, 2.19, 115525.87, 5410.84, 5406.46, -5.02, True, -1493165.47
3944.96,0.50, 87260.09, -106571.32, 115523.68, 115523.68,8952.35, 6.01, 115529.69, 8958.36, 8946.35, -5.02, True, -1496379.15
3945.46,0.50, 87271.61, -104516.80, 115523.68, 115523.68,11006.87, 9.08, 115532.76, 11015.95, 10997.80, -5.02, True, -1499422.04
3945.96,0.50, 87283.14, -102239.53, 115523.68, 115523.68,13284.15, 13.22, 115536.90, 13297.37, 13270.93, -5.02, True, -1502498.91
3946.46,0.50, 87294.67, -100017.57, 115523.68, 115523.68,15506.11, 18.01, 115541.68, 15524.11, 15488.10, -5.02, True, -1505576.61
3946.96,0.50, 87306.20, -97908.35, 115523.68, 115523.68,17615.32, 23.23, 115546.91, 17638.55, 17592.09, -5.02, True, -1508648.37
3947.46,0.50, 87317.73, -96304.95, 115523.68, 115523.68,19218.72, 27.64, 115551.32, 19246.37, 19191.08, -5.01, True, -1511667.61
3947.96,0.50, 87329.25, -95011.84, 115523.68, 115523.68,20511.83, 31.48, 115555.16, 20543.32, 20480.35, -5.01, True, -1514657.66
3948.46,0.50, 87340.78, -94247.24, 115523.68, 115523.68,21276.44, 33.87, 115557.55, 21310.31, 21242.57, -5.01, True, -1517592.63
3948.96,0.50, 87352.31, -93625.82, 115523.68, 115523.68,21897.86, 35.88, 115559.55, 21933.74, 21861.99, -5.01, True, -1520518.25
3949.46,0.50, 87363.84, -93217.63, 115523.68, 115523.68,22306.05, 37.22, 115560.90, 22343.27, 22268.83, -5.00, True, -1523426.16
3949.96,0.50, 87375.36, -93183.86, 115523.68, 115523.68,22339.82, 37.34, 115561.01, 22377.15, 22302.48, -5.00, True, -1526297.06
3950.46,0.50, 87386.89, -93183.86, 115523.68, 115523.68,22339.82, 37.34, 115561.01, 22377.15, 22302.48, -5.00, True, -1529171.47
3950.96,0.50, 87398.42, -91108.03, 115523.68, 115523.68,24415.65, 44.58, 115568.26, 24460.23, 24371.07, -5.00, True, -1532301.59
3951.46,0.50, 87409.95, -90090.16, 115523.68, 115523.68,25433.52, 48.37, 115572.05, 25481.89, 25385.15, -4.99, True, -1535313.22
3951.96,0.50, 87421.48, -88720.34, 115523.68, 115523.68,26803.34, 53.71, 115577.39, 26857.05, 26749.63, -4.99, True, -1538374.77
3952.46,0.50, 87433.00, -87372.79, 115523.68, 115523.68,28150.89, 59.23, 115582.91, 28210.12, 28091.65, -4.99, True, -1541441.57
3952.96,0.50, 87444.53, -86135.65, 115523.68, 115523.68,29388.02, 64.54, 115588.22, 29452.57, 29323.48, -4.99, True, -1544503.14
3953.46,0.50, 87456.06, -85788.91, 115523.68, 115523.68,29734.77, 66.07, 115589.75, 29800.84, 29668.70, -4.98, True, -1547466.28
3953.96,0.50, 87467.59, -85915.39, 115523.68, 115523.68,29608.29, 65.51, 115589.19, 29673.80, 29542.78, -4.98, True, -1550380.60
3954.46,0.50, 87479.11, -86908.88, 115523.68, 115523.68,28614.80, 61.20, 115584.88, 28675.99, 28553.60, -4.98, True, -1553198.47
3954.96,0.50, 87490.64, -88307.86, 115523.68, 115523.68,27215.82, 55.37, 115579.05, 27271.19, 27160.45, -4.97, True, -1555974.61
3955.46,0.50, 87502.17, -90158.37, 115523.68, 115523.68,25365.31, 48.11, 115571.79, 25413.42, 25317.20, -4.97, True, -1558702.90
3955.96,0.50, 87513.70, -92244.53, 115523.68, 115523.68,23279.15, 40.54, 115564.21, 23319.68, 23238.61, -4.97, True, -1561408.95
3956.46,0.50, 87525.23, -94456.41, 115523.68, 115523.68,21067.27, 33.21, 115556.89, 21100.47, 21034.06, -4.96, True, -1564105.83
3956.96,0.50, 87536.75, -96607.13, 115523.68, 115523.68,18916.54, 26.78, 115550.46, 18943.33, 18889.76, -4.96, True, -1566816.30
3957.46,0.50, 87548.28, -98827.01, 115523.68, 115523.68,16696.67, 20.87, 115544.55, 16717.54, 16675.80, -4.96, True, -1569524.41
3957.96,0.50, 87559.81, -101318.31, 115523.68, 115523.68,14205.37, 15.11, 115538.79, 14220.48, 14190.25, -4.96, True, -1572204.94
3958.46,0.50, 87571.34, -104294.24, 115523.68, 115523.68,11229.44, 9.45, 115533.13, 11238.89, 11219.99, -4.96, True, -1574830.77
3958.96,0.50, 87582.86, -107820.87, 115523.68, 115523.68,7702.81, 4.45, 115528.13, 7707.25, 7698.36, -4.96, True, -1577392.56
3959.46,0.50, 87594.39, -111698.95, 115523.68, 115523.68,3824.73, 1.10, 115524.77, 3825.82, 3823.63, -4.96, True, -1579914.20
3959.96,0.50, 87605.92, -115764.31, 115523.68, 115523.68,-240.63, 0.00, 115523.68, -240.63, -240.64, -4.96, True, -1582415.72
3960.46,0.50, 87617.45, -119904.86, 115523.68, 115523.68,-4381.18, 1.44, 115525.12, -4379.74, -4382.63, -4.96, True, -1584911.00
3960.96,0.50, 87628.98, -121638.75, 115523.68, 115523.68,-6115.07, 2.81, 115526.49, -6112.26, -6117.88, -4.96, True, -1587720.40
3961.46,0.50, 87640.50, -124405.17, 115523.68, 115523.68,-8881.50, 5.93, 115529.61, -8875.57, -8887.42, -4.96, True, -1590402.84
3961.96,0.50, 87652.03, -134229.12, 115523.68, 115523.68,-18705.44, 26.34, 115550.01, -18679.10, -18731.78, -4.96, True, -1592166.73
3962.46,0.50, 87663.56, -138704.60, 115523.68, 115523.68,-23180.92, 40.48, 115564.15, -23140.45, -23221.40, -4.96, True, -1594629.13
3962.96,0.50, 87675.09, -139112.59, 115523.68, 115523.68,-23588.91, 41.92, 115565.59, -23546.99, -23630.82, -4.97, True, -1597635.98
3963.46,0.50, 87686.61, -139112.59, 115523.68, 115523.68,-23588.91, 41.92, 115565.59, -23546.99, -23630.82, -4.97, True, -1600705.14
3963.96,0.50, 87698.14, -147844.95, 115523.68, 115523.68,-32321.27, 78.80, 115602.47, -32242.47, -32400.06, -4.97, True, -1602611.95
3964.46,0.50, 87709.67, -146742.67, 115523.68, 115523.68,-31218.99, 73.50, 115597.18, -31145.49, -31292.49, -4.98, True, -1605844.36
3964.96,0.50, 87721.20, -143017.59, 115523.68, 115523.68,-27493.92, 56.98, 115580.65, -27436.94, -27550.89, -4.98, True, -1609438.60
3965.46,0.50, 87732.73, -139802.12, 115523.68, 115523.68,-24278.44, 44.41, 115568.08, -24234.03, -24322.85, -4.98, True, -1612972.21
3965.96,0.50, 87744.25, -137286.19, 115523.68, 115523.68,-21762.52, 35.67, 115559.34, -21726.85, -21798.18, -4.98, True, -1616420.28
3966.46,0.50, 87755.78, -136750.15, 115523.68, 115523.68,-21226.48, 33.93, 115557.61, -21192.55, -21260.40, -4.99, True, -1619611.74
3966.96,0.50, 87767.31, -137063.03, 115523.68, 115523.68,-21539.35, 34.94, 115558.61, -21504.41, -21574.29, -4.99, True, -1622697.85
3967.46,0.50, 87778.84, -138338.28, 115523.68, 115523.68,-22814.60, 39.20, 115562.88, -22775.40, -22853.80, -4.99, True, -1625662.59
3967.96,0.50, 87790.36, -138788.17, 115523.68, 115523.68,-23264.49, 40.77, 115564.45, -23223.72, -23305.26, -4.99, True, -1628746.53
3968.46,0.50, 87801.89, -139809.63, 115523.68, 115523.68,-24285.95, 44.43, 115568.11, -24241.52, -24330.39, -5.00, True, -1631761.31
3968.96,0.50, 87813.42, -141085.90, 115523.68, 115523.68,-25562.23, 49.24, 115572.91, -25512.99, -25611.46, -5.00, True, -1634749.33
3969.46,0.50, 87824.95, -140525.49, 115523.68, 115523.68,-25001.81, 47.10, 115570.77, -24954.72, -25048.91, -5.00, True, -1637995.39
3969.96,0.50, 87836.48, -139462.31, 115523.68, 115523.68,-23938.63, 43.17, 115566.85, -23895.46, -23981.80, -5.00, True, -1641318.79
3970.46,0.50, 87848.00, -139055.86, 115523.68, 115523.68,-23532.19, 41.71, 115565.39, -23490.47, -23573.90, -5.01, True, -1644561.63
3970.96,0.50, 87859.53, -133576.51, 115523.68, 115523.68,-18052.83, 24.53, 115548.21, -18028.30, -18077.36, -5.01, True, -1648503.78
3971.46,0.50, 87871.06, -131136.35, 115523.68, 115523.68,-15612.67, 18.34, 115542.02, -15594.33, -15631.01, -5.01, True, -1652041.14
3971.96,0.50, 87882.59, -129266.56, 115523.68, 115523.68,-13742.89, 14.21, 115537.88, -13728.68, -13757.09, -5.01, True, -1655510.19
3972.46,0.50, 87894.11, -128764.30, 115523.68, 115523.68,-13240.62, 13.19, 115536.86, -13227.43, -13253.81, -5.01, True, -1658803.10
3972.96,0.50, 87905.64, -129126.92, 115523.68, 115523.68,-13603.24, 13.92, 115537.60, -13589.32, -13617.16, -5.02, True, -1661987.57
3973.46,0.50, 87917.17, -130708.21, 115523.68, 115523.68,-15184.53, 17.35, 115541.02, -15167.19, -15201.88, -5.02, True, -1665014.59
3973.96,0.50, 87928.70, -132765.19, 115523.68, 115523.68,-17241.51, 22.37, 115546.05, -17219.14, -17263.88, -5.02, True, -1667984.14
3974.46,0.50, 87940.23, -135300.77, 115523.68, 115523.68,-19777.09, 29.45, 115553.12, -19747.64, -19806.53, -5.02, True, -1670894.99
3974.96,0.50, 87951.75, -135917.13, 115523.68, 115523.68,-20393.45, 31.31, 115554.99, -20362.14, -20424.77, -5.02, True, -1674077.66
3975.46,0.50, 87963.28, -139767.25, 115523.68, 115523.68,-24243.57, 44.28, 115567.96, -24199.30, -24287.85, -5.03, True, -1676820.54
3975.96,0.50, 87974.81, -146242.23, 115523.68, 115523.68,-30718.55, 71.16, 115594.84, -30647.39, -30789.71, -5.03, True, -1679200.29
3976.46,0.50, 87986.34, -150259.12, 115523.68, 115523.68,-34735.44, 91.04, 115614.72, -34644.40, -34826.48, -5.03, True, -1681926.32
3976.96,0.50, 87997.86, -153727.23, 115523.68, 115523.68,-38203.56, 110.19, 115633.86, -38093.37, -38313.74, -5.04, True, -1684734.63
3977.46,0.50, 88009.39, -156860.83, 115523.68, 115523.68,-41337.15, 129.06, 115652.74, -41208.09, -41466.22, -5.04, True, -1687596.02
3977.96,0.50, 88020.92, -157648.71, 115523.68, 115523.68,-42125.03, 134.05, 115657.72, -41990.98, -42259.08, -5.05, True, -1690799.82
3978.46,0.50, 88032.45, -160947.00, 115523.68, 115523.68,-45423.33, 155.94, 115679.61, -45267.39, -45579.26, -5.05, True, -1693651.06
3978.96,0.50, 88043.98, -168093.98, 115523.68, 115523.68,-52570.30, 209.09, 115732.77, -52361.21, -52779.40, -5.06, True, -1695948.85
3979.46,0.50, 88055.50, -174495.77, 115523.68, 115523.68,-58972.10, 263.38, 115787.05, -58708.72, -59235.47, -5.06, True, -1698352.87
3979.96,0.50, 88067.03, -181425.47, 115523.68, 115523.68,-65901.79, 329.26, 115852.94, -65572.53, -66231.05, -5.07, True, -1700677.36
3980.46,0.50, 88078.56, -188205.01, 115523.68, 115523.68,-72681.33, 400.90, 115924.58, -72280.43, -73082.23, -5.08, True, -1703021.66
3980.96,0.50, 88090.09, -194701.73, 115523.68, 115523.68,-79178.06, 476.25, 115999.93, -78701.81, -79654.30, -5.09, True, -1705406.47
3981.46,0.50, 88101.61, -200742.05, 115523.68, 115523.68,-85218.37, 552.19, 116075.87, -84666.18, -85770.56, -5.10, True, -1707859.48
3981.96,0.50, 88113.14, -206609.45, 115523.68, 115523.68,-91085.78, 631.42, 116155.09, -90454.36, -91717.19, -5.11, True, -1710338.88
3982.46,0.50, 88124.67, -212193.34, 115523.68, 115523.68,-96669.66, 711.81, 116235.49, -95957.85, -97381.48, -5.12, True, -1712862.51
3982.96,0.50, 88136.20, -217334.23, 115523.68, 115523.68,-101810.56, 790.16, 116313.84, -101020.40, -102600.72, -5.13, True, -1715456.39
3983.46,0.50, 88147.73, -222738.18, 115523.68, 115523.68,-107214.50, 877.00, 116400.67, -106337.51, -108091.50, -5.14, True, -1718010.85
3983.96,0.50, 88159.25, -225434.27, 115523.68, 115523.68,-109910.59, 922.04, 116445.72, -108988.55, -110832.63, -5.15, True, -1720996.18
3984.46,0.50, 88170.78, -230802.67, 115523.68, 115523.68,-115278.99, 1015.15, 116538.83, -114263.84, -116294.14, -5.17, True, -1723562.50
3984.96,0.50, 88182.31, -249645.56, 115523.68, 115523.68,-134121.88, 1378.14, 116901.82, -132743.74, -135500.02, -5.18, True, -1723947.02
3985.46,0.50, 88193.84, -258367.85, 115523.68, 115523.68,-142844.17, 1565.33, 117089.01, -141278.84, -144409.50, -5.20, True, -1725946.93
3985.96,0.50, 88205.36, -259081.02, 115523.68, 115523.68,-143557.35, 1581.17, 117104.85, -141976.17, -145138.52, -5.21, True, -1729269.38
3986.46,0.50, 88216.89, -259081.02, 115523.68, 115523.68,-143557.35, 1581.17, 117104.85, -141976.17, -145138.52, -5.23, True, -1732719.27
3986.96,0.50, 88228.42, -283546.29, 115523.68, 115523.68,-168022.61, 2174.29, 117697.97, -165848.32, -170196.90, -5.25, True, -1732061.48
3987.46,0.50, 88239.95, -286384.19, 115523.68, 115523.68,-170860.51, 2249.35, 117773.03, -168611.16, -173109.86, -5.27, True, -1735038.65
3987.96,0.50, 88251.48, -287979.85, 115523.68, 115523.68,-172456.17, 2292.14, 117815.81, -170164.03, -174748.30, -5.29, True, -1738236.22
3988.46,0.50, 88263.00, -288532.16, 115523.68, 115523.68,-173008.48, 2307.04, 117830.72, -170701.44, -175315.52, -5.31, True, -1741622.07
3988.96,0.50, 88274.53, -288376.38, 115523.68, 115523.68,-172852.70, 2302.83, 117826.51, -170549.87, -175155.53, -5.33, True, -1745139.59
3989.46,0.50, 88286.06, -287758.52, 115523.68, 115523.68,-172234.84, 2286.18, 117809.85, -169948.67, -174521.02, -5.35, True, -1748746.83
3989.96,0.50, 88297.59, -286223.90, 115523.68, 115523.68,-170700.23, 2245.08, 117768.76, -168455.15, -172945.31, -5.37, True, -1752522.60
3990.46,0.50, 88309.11, -284506.54, 115523.68, 115523.68,-168982.86, 2199.54, 117723.22, -166783.32, -171182.41, -5.38, True, -1756340.25
3990.96,0.50, 88320.64, -282725.76, 115523.68, 115523.68,-167202.08, 2152.83, 117676.51, -165049.25, -169354.91, -5.40, True, -1760179.19
3991.46,0.50, 88332.17, -281064.63, 115523.68, 115523.68,-165540.95, 2109.72, 117633.40, -163431.23, -167650.68, -5.42, True, -1764007.87
3991.96,0.50, 88343.70, -279462.80, 115523.68, 115523.68,-163939.12, 2068.57, 117592.25, -161870.55, -166007.69, -5.44, True, -1767836.76
3992.46,0.50, 88355.23, -276915.71, 115523.68, 115523.68,-161392.03, 2004.00, 117527.68, -159388.03, -163396.03, -5.46, True, -1771839.12
3992.96,0.50, 88366.75, -273802.69, 115523.68, 115523.68,-158279.01, 1926.50, 117450.18, -156352.51, -160205.51, -5.48, True, -1775949.20
3993.46,0.50, 88378.28, -269559.69, 115523.68, 115523.68,-154036.02, 1823.39, 117347.07, -152212.62, -155859.41, -5.49, True, -1780263.32
3993.96,0.50, 88389.81, -265247.38, 115523.68, 115523.68,-149723.70, 1721.57, 117245.25, -148002.13, -151445.28, -5.51, True, -1784598.54
3994.46,0.50, 88401.34, -261110.50, 115523.68, 115523.68,-145586.82, 1626.71, 117150.39, -143960.11, -147213.53, -5.53, True, -1788913.06
3994.96,0.50, 88412.86, -257510.54, 115523.68, 115523.68,-141986.86, 1546.39, 117070.07, -140440.47, -143533.25, -5.54, True, -1793145.71
3995.46,0.50, 88424.39, -254257.02, 115523.68, 115523.68,-138733.35, 1475.59, 116999.27, -137257.76, -140208.94, -5.56, True, -1797329.49
3995.96,0.50, 88435.92, -250368.26, 115523.68, 115523.68,-134844.58, 1393.19, 116916.86, -133451.39, -136237.77, -5.57, True, -1801631.18
3996.46,0.50, 88447.45, -245857.92, 115523.68, 115523.68,-130334.24, 1300.64, 116824.31, -129033.60, -131634.88, -5.59, True, -1806047.71
3996.96,0.50, 88458.98, -243312.44, 115523.68, 115523.68,-127788.76, 1249.84, 116773.52, -126538.92, -129038.60, -5.60, True, -1810142.42
3997.46,0.50, 88470.50, -239377.01, 115523.68, 115523.68,-123853.34, 1173.33, 116697.01, -122680.01, -125026.66, -5.62, True, -1814481.93
3997.96,0.50, 88482.03, -226046.53, 115523.68, 115523.68,-110522.85, 932.43, 116456.11, -109590.42, -111455.28, -5.63, True, -1820400.09
3998.46,0.50, 88493.56, -220446.84, 115523.68, 115523.68,-104923.16, 839.61, 116363.29, -104083.55, -105762.78, -5.64, True, -1825031.03
3998.96,0.50, 88505.09, -215681.37, 115523.68, 115523.68,-100157.69, 764.52, 116288.20, -99393.17, -100922.21, -5.65, True, -1829532.70
3999.46,0.50, 88516.61, -212171.76, 115523.68, 115523.68,-96648.08, 711.49, 116235.17, -95936.58, -97359.57, -5.66, True, -1833837.25
3999.96,0.50, 88528.14, -210606.55, 115523.68, 115523.68,-95082.87, 688.47, 116212.15, -94394.40, -95771.35, -5.67, True, -1837832.85
4000.46,0.50, 88539.67, -209420.55, 115523.68, 115523.68,-93896.87, 671.28, 116194.96, -93225.59, -94568.15, -5.68, True, -1841777.27
4000.96,0.50, 88551.20, -203300.05, 115523.68, 115523.68,-87776.38, 586.07, 116109.75, -87190.31, -88362.45, -5.69, True, -1846543.09
4001.46,0.50, 88562.73, -199509.06, 115523.68, 115523.68,-83985.38, 536.23, 116059.91, -83449.15, -84521.61, -5.70, True, -1850936.53
4001.96,0.50, 88574.25, -194518.26, 115523.68, 115523.68,-78994.58, 474.03, 115997.71, -78520.55, -79468.61, -5.71, True, -1855535.87
4002.46,0.50, 88585.78, -188875.98, 115523.68, 115523.68,-73352.30, 408.38, 115932.06, -72943.92, -73760.68, -5.72, True, -1860250.18
4002.96,0.50, 88597.31, -182855.77, 115523.68, 115523.68,-67332.09, 343.78, 115867.46, -66988.31, -67675.87, -5.73, True, -1865034.03
4003.46,0.50, 88608.84, -176915.87, 115523.68, 115523.68,-61392.20, 285.54, 115809.22, -61106.65, -61677.74, -5.73, True, -1869813.08
4003.96,0.50, 88620.36, -171309.03, 115523.68, 115523.68,-55785.35, 235.57, 115759.24, -55549.78, -56020.92, -5.74, True, -1874547.20
4004.46,0.50, 88631.89, -166124.88, 115523.68, 115523.68,-50601.20, 193.67, 115717.34, -50407.53, -50794.86, -5.74, True, -1879222.91
4004.96,0.50, 88643.42, -161369.68, 115523.68, 115523.68,-45846.00, 158.86, 115682.54, -45687.14, -46004.87, -5.75, True, -1883840.06
4005.46,0.50, 88654.95, -157109.77, 115523.68, 115523.68,-41586.09, 130.63, 115654.31, -41455.46, -41716.72, -5.75, True, -1888388.93
4005.96,0.50, 88666.48, -153087.34, 115523.68, 115523.68,-37563.66, 106.51, 115630.19, -37457.14, -37670.17, -5.76, True, -1892910.92
4006.46,0.50, 88678.00, -149396.11, 115523.68, 115523.68,-33872.43, 86.56, 115610.24, -33785.87, -33958.99, -5.76, True, -1897391.64
