DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
3834.96,0.50, 84723.98, -77176.47, 115523.68, 115523.68,38347.20, 109.75, 115633.42, 38456.95, 38237.46, -5.70, True, -1023879.34
3835.46,0.50, 84735.50, -75286.35, 115523.68, 115523.68,40237.32, 120.80, 115644.48, 40358.12, 40116.53, -5.70, True, -1025689.41
3835.96,0.50, 84747.03, -74220.12, 115523.68, 115523.68,41303.56, 127.26, 115650.94, 41430.83, 41176.30, -5.69, True, -1027438.08
3836.46,0.50, 84758.56, -74213.26, 115523.68, 115523.68,41310.42, 127.31, 115650.98, 41437.72, 41183.11, -5.69, True, -1029106.88
3836.96,0.50, 84770.09, -73036.77, 115523.68, 115523.68,42486.91, 134.64, 115658.32, 42621.55, 42352.27, -5.68, True, -1030871.76
3837.46,0.50, 84781.61, -68744.04, 115523.68, 115523.68,46779.64, 163.12, 115686.79, 46942.75, 46616.52, -5.68, True, -1032885.37
3837.96,0.50, 84793.14, -66524.29, 115523.68, 115523.68,48999.39, 178.90, 115702.58, 49178.29, 48820.49, -5.67, True, -1034739.14
3838.46,0.50, 84804.67, -64126.79, 115523.68, 115523.68,51396.89, 196.77, 115720.45, 51593.66, 51200.12, -5.67, True, -1036610.22
3838.96,0.50, 84816.20, -63029.31, 115523.68, 115523.68,52494.37, 205.23, 115728.91, 52699.60, 52289.14, -5.66, True, -1038383.64
3839.46,0.50, 84827.73, -63077.64, 115523.68, 115523.68,52446.04, 204.85, 115728.53, 52650.89, 52241.19, -5.66, True, -1040071.63
3839.96,0.50, 84839.25, -66067.74, 115523.68, 115523.68,49455.94, 182.24, 115705.92, 49638.18, 49273.70, -5.65, True, -1041532.90
3840.46,0.50, 84850.78, -70309.33, 115523.68, 115523.68,45214.34, 152.42, 115676.09, 45366.76, 45061.93, -5.65, True, -1042896.52
3840.96,0.50, 84862.31, -76129.43, 115523.68, 115523.68,39394.24, 115.80, 115639.48, 39510.05, 39278.44, -5.64, True, -1044133.17
3841.46,0.50, 84873.84, -79855.49, 115523.68, 115523.68,35668.19, 94.99, 115618.66, 35763.18, 35573.21, -5.64, True, -1045536.96
3841.96,0.50, 84885.36, -81890.83, 115523.68, 115523.68,33632.85, 84.48, 115608.16, 33717.33, 33548.37, -5.63, True, -1047079.54
3842.46,0.50, 84896.89, -79694.80, 115523.68, 115523.68,35828.88, 95.84, 115619.52, 35924.72, 35733.04, -5.63, True, -1048970.50
3842.96,0.50, 84908.42, -76343.95, 115523.68, 115523.68,39179.72, 114.55, 115638.23, 39294.27, 39065.17, -5.63, True, -1050958.64
3843.46,0.50, 84919.95, -72436.04, 115523.68, 115523.68,43087.64, 138.46, 115662.14, 43226.09, 42949.18, -5.62, True, -1052994.48
3843.96,0.50, 84931.48, -69639.06, 115523.68, 115523.68,45884.61, 156.95, 115680.63, 46041.57, 45727.66, -5.62, True, -1054943.74
3844.46,0.50, 84943.00, -68098.42, 115523.68, 115523.68,47425.25, 167.63, 115691.31, 47592.89, 47257.62, -5.61, True, -1056795.87
3844.96,0.50, 84954.53, -65741.16, 115523.68, 115523.68,49782.52, 184.65, 115708.32, 49967.16, 49597.87, -5.60, True, -1058717.05
3845.46,0.50, 84966.06, -62602.69, 115523.68, 115523.68,52920.99, 208.56, 115732.24, 53129.56, 52712.43, -5.60, True, -1060703.88
3845.96,0.50, 84977.59, -56971.83, 115523.68, 115523.68,58551.85, 255.10, 115778.77, 58806.94, 58296.75, -5.59, True, -1062890.32
3846.46,0.50, 84989.11, -50224.07, 115523.68, 115523.68,65299.60, 316.96, 115840.64, 65616.57, 64982.64, -5.59, True, -1065163.93
3846.96,0.50, 85000.64, -41568.48, 115523.68, 115523.68,73955.19, 406.04, 115929.72, 74361.24, 73549.15, -5.58, True, -1067582.11
3847.46,0.50, 85012.17, -32906.34, 115523.68, 115523.68,82617.34, 506.08, 116029.76, 83123.42, 82111.26, -5.57, True, -1069995.07
3847.96,0.50, 85023.70, -24527.81, 115523.68, 115523.68,90995.87, 613.18, 116136.85, 91609.04, 90382.69, -5.56, True, -1072381.38
3848.46,0.50, 85035.23, -19457.71, 115523.68, 115523.68,96065.97, 682.90, 116206.58, 96748.87, 95383.07, -5.55, True, -1074520.88
3848.96,0.50, 85046.75, -16947.49, 115523.68, 115523.68,98576.19, 718.79, 116242.47, 99294.98, 97857.40, -5.54, True, -1076474.97
3849.46,0.50, 85058.28, -17391.70, 115523.68, 115523.68,98131.98, 712.37, 116236.05, 98844.35, 97419.61, -5.53, True, -1078216.77
3849.96,0.50, 85069.81, -18399.24, 115523.68, 115523.68,97124.44, 697.92, 116221.60, 97822.36, 96426.52, -5.51, True, -1079920.96
3850.46,0.50, 85081.34, -19819.15, 115523.68, 115523.68,95704.53, 677.81, 116201.48, 96382.34, 95026.73, -5.50, True, -1081598.21
3850.96,0.50, 85092.86, -20152.90, 115523.68, 115523.68,95370.78, 673.12, 116196.80, 96043.90, 94697.66, -5.49, True, -1083359.38
3851.46,0.50, 85104.39, -19327.66, 115523.68, 115523.68,96196.02, 684.74, 116208.41, 96880.75, 95511.28, -5.48, True, -1085210.47
3851.96,0.50, 85115.92, -17106.64, 115523.68, 115523.68,98417.04, 716.49, 116240.16, 99133.52, 97700.55, -5.47, True, -1087169.01
3852.46,0.50, 85127.45, -14252.88, 115523.68, 115523.68,101270.80, 758.32, 116282.00, 102029.12, 100512.48, -5.46, True, -1089177.98
3852.96,0.50, 85138.98, -10764.53, 115523.68, 115523.68,104759.15, 811.05, 116334.73, 105570.20, 103948.10, -5.45, True, -1091236.95
3853.46,0.50, 85150.50, -7301.01, 115523.68, 115523.68,108222.67, 865.13, 116388.80, 109087.80, 107357.54, -5.44, True, -1093297.19
3853.96,0.50, 85162.03, -4326.29, 115523.68, 115523.68,111197.39, 912.94, 116436.62, 112110.33, 110284.45, -5.43, True, -1095325.13
3854.46,0.50, 85173.56, -2027.08, 115523.68, 115523.68,113496.60, 950.76, 116474.44, 114447.37, 112545.84, -5.41, True, -1097307.81
3854.96,0.50, 85185.09, -212.68, 115523.68, 115523.68,115310.99, 981.15, 116504.82, 116292.14, 114329.85, -5.40, True, -1099259.43
3855.46,0.50, 85196.61, 345.41, 115523.68, 115523.68,115869.08, 990.59, 116514.26, 116859.67, 114878.50, -5.39, True, -1101124.64
3855.96,0.50, 85208.14, 164.14, 115523.68, 115523.68,115687.81, 987.51, 116511.19, 116675.33, 114700.30, -5.38, True, -1102940.65
3856.46,0.50, 85219.67, -1720.22, 115523.68, 115523.68,113803.45, 955.87, 116479.55, 114759.32, 112847.58, -5.36, True, -1104637.12
3856.96,0.50, 85231.20, -4860.25, 115523.68, 115523.68,110663.42, 904.27, 116427.94, 111567.69, 109759.16, -5.35, True, -1106244.71
3857.46,0.50, 85242.73, -9795.92, 115523.68, 115523.68,105727.76, 826.00, 116349.68, 106553.76, 104901.76, -5.34, True, -1107720.99
3857.96,0.50, 85254.25, -15778.71, 115523.68, 115523.68,99744.97, 735.81, 116259.49, 100480.78, 99009.16, -5.33, True, -1109117.50
3858.46,0.50, 85265.78, -22879.59, 115523.68, 115523.68,92644.09, 635.44, 116159.11, 93279.53, 92008.65, -5.32, True, -1110425.45
3858.96,0.50, 85277.31, -29608.32, 115523.68, 115523.68,85915.36, 547.03, 116070.70, 86462.39, 85368.34, -5.31, True, -1111756.67
3859.46,0.50, 85288.84, -34957.19, 115523.68, 115523.68,80566.48, 481.41, 116005.09, 81047.90, 80085.07, -5.30, True, -1113191.90
3859.96,0.50, 85300.36, -37433.56, 115523.68, 115523.68,78090.12, 452.44, 115976.12, 78542.56, 77637.68, -5.29, True, -1114853.72
3860.46,0.50, 85311.89, -39011.14, 115523.68, 115523.68,76512.54, 434.44, 115958.12, 76946.98, 76078.09, -5.28, True, -1116589.76
3860.96,0.50, 85323.42, -39873.80, 115523.68, 115523.68,75649.88, 424.76, 115948.43, 76074.63, 75225.12, -5.27, True, -1118386.39
3861.46,0.50, 85334.95, -42375.20, 115523.68, 115523.68,73148.47, 397.28, 115920.96, 73545.75, 72751.20, -5.27, True, -1120055.24
3861.96,0.50, 85346.48, -45931.21, 115523.68, 115523.68,69592.47, 359.78, 115883.46, 69952.25, 69232.69, -5.26, True, -1121641.15
3862.46,0.50, 85358.00, -51558.97, 115523.68, 115523.68,63964.71, 304.20, 115827.87, 64268.91, 63660.51, -5.25, True, -1123058.35
3862.96,0.50, 85369.53, -58067.37, 115523.68, 115523.68,57456.30, 245.68, 115769.36, 57701.98, 57210.63, -5.25, True, -1124399.83
3863.46,0.50, 85381.06, -66125.96, 115523.68, 115523.68,49397.72, 181.81, 115705.49, 49579.53, 49215.90, -5.24, True, -1125605.73
3863.96,0.50, 85392.59, -76003.09, 115523.68, 115523.68,39520.58, 116.55, 115640.22, 39637.13, 39404.04, -5.24, True, -1126646.12
3864.46,0.50, 85404.11, -87052.79, 115523.68, 115523.68,28470.89, 60.59, 115584.26, 28531.47, 28410.30, -5.23, True, -1127568.69
3864.96,0.50, 85415.64, -99795.91, 115523.68, 115523.68,15727.77, 18.52, 115542.20, 15746.29, 15709.25, -5.23, True, -1128319.35
3865.46,0.50, 85427.17, -112938.20, 115523.68, 115523.68,2585.48, 0.50, 115524.18, 2585.98, 2584.98, -5.23, True, -1129007.15
3865.96,0.50, 85438.70, -124738.57, 115523.68, 115523.68,-9214.89, 6.38, 115530.06, -9208.51, -9221.28, -5.23, True, -1129794.94
3866.46,0.50, 85450.23, -135032.11, 115523.68, 115523.68,-19508.43, 28.65, 115552.33, -19479.78, -19537.08, -5.23, True, -1130706.94
3866.96,0.50, 85461.75, -143403.93, 115523.68, 115523.68,-27880.25, 58.59, 115582.27, -27821.66, -27938.84, -5.24, True, -1131792.26
3867.46,0.50, 85473.28, -151373.44, 115523.68, 115523.68,-35849.76, 96.99, 115620.67, -35752.77, -35946.76, -5.24, True, -1132908.09
3867.96,0.50, 85484.81, -159016.59, 115523.68, 115523.68,-43492.91, 142.92, 115666.60, -43349.99, -43635.84, -5.25, True, -1134048.46
3868.46,0.50, 85496.34, -166581.74, 115523.68, 115523.68,-51058.06, 197.19, 115720.87, -50860.86, -51255.25, -5.25, True, -1135189.23
3868.96,0.50, 85507.86, -173501.03, 115523.68, 115523.68,-57977.35, 254.53, 115778.21, -57722.83, -58231.88, -5.26, True, -1136389.82
3869.46,0.50, 85519.39, -178241.10, 115523.68, 115523.68,-62717.42, 298.06, 115821.74, -62419.36, -63015.49, -5.26, True, -1137813.93
3869.96,0.50, 85530.92, -181402.40, 115523.68, 115523.68,-65878.72, 329.03, 115852.70, -65549.69, -66207.74, -5.27, True, -1139404.33
3870.46,0.50, 85542.45, -182558.82, 115523.68, 115523.68,-67035.15, 340.74, 115864.42, -66694.41, -67375.89, -5.28, True, -1141209.45
3870.96,0.50, 85553.98, -182366.78, 115523.68, 115523.68,-66843.10, 338.78, 115862.46, -66504.32, -67181.88, -5.29, True, -1143161.72
3871.46,0.50, 85565.50, -181237.50, 115523.68, 115523.68,-65713.82, 327.37, 115851.05, -65386.45, -66041.20, -5.29, True, -1145218.01
3871.96,0.50, 85577.03, -178389.66, 115523.68, 115523.68,-62865.98, 299.48, 115823.16, -62566.50, -63165.47, -5.30, True, -1147460.89
3872.46,0.50, 85588.56, -174696.83, 115523.68, 115523.68,-59173.15, 265.18, 115788.86, -58907.97, -59438.34, -5.31, True, -1149796.76
3872.96,0.50, 85600.09, -169660.30, 115523.68, 115523.68,-54136.62, 221.79, 115745.47, -53914.82, -54358.41, -5.31, True, -1152276.60
3873.46,0.50, 85611.61, -165011.54, 115523.68, 115523.68,-49487.86, 185.21, 115708.88, -49302.66, -49673.07, -5.32, True, -1154717.87
3873.96,0.50, 85623.14, -161040.73, 115523.68, 115523.68,-45517.05, 156.58, 115680.26, -45360.47, -45673.64, -5.32, True, -1157091.35
3874.46,0.50, 85634.67, -159700.11, 115523.68, 115523.68,-44176.43, 147.47, 115671.14, -44028.97, -44323.90, -5.33, True, -1159196.64
3874.96,0.50, 85646.20, -160018.13, 115523.68, 115523.68,-44494.45, 149.60, 115673.28, -44344.85, -44644.05, -5.33, True, -1161135.07
3875.46,0.50, 85657.73, -163485.19, 115523.68, 115523.68,-47961.51, 173.92, 115697.60, -47787.59, -48135.43, -5.34, True, -1162750.38
3875.96,0.50, 85669.25, -168249.69, 115523.68, 115523.68,-52726.02, 210.34, 115734.02, -52515.67, -52936.36, -5.34, True, -1164230.82
3876.46,0.50, 85680.78, -174793.78, 115523.68, 115523.68,-59270.10, 266.06, 115789.74, -59004.04, -59536.16, -5.35, True, -1165521.34
3876.96,0.50, 85692.31, -180889.31, 115523.68, 115523.68,-65365.63, 323.90, 115847.57, -65041.74, -65689.53, -5.36, True, -1166855.57
3877.46,0.50, 85703.84, -186301.63, 115523.68, 115523.68,-70777.95, 380.07, 115903.75, -70397.88, -71158.02, -5.37, True, -1168260.62
3877.96,0.50, 85715.36, -188107.77, 115523.68, 115523.68,-72584.09, 399.82, 115923.50, -72184.27, -72983.91, -5.37, True, -1170058.62
3878.46,0.50, 85726.89, -187527.78, 115523.68, 115523.68,-72004.11, 393.42, 115917.10, -71610.68, -72397.53, -5.38, True, -1172121.38
3878.96,0.50, 85738.42, -181651.67, 115523.68, 115523.68,-66128.00, 331.53, 115855.21, -65796.46, -66459.53, -5.39, True, -1174765.51
3879.46,0.50, 85749.95, -173152.67, 115523.68, 115523.68,-57628.99, 251.47, 115775.14, -57377.52, -57880.45, -5.40, True, -1177691.84
3879.96,0.50, 85761.48, -160839.66, 115523.68, 115523.68,-45315.99, 155.20, 115678.88, -45160.79, -45471.18, -5.40, True, -1181015.75
3880.46,0.50, 85773.00, -148621.41, 115523.68, 115523.68,-33097.74, 82.64, 115606.32, -33015.10, -33180.37, -5.41, True, -1184312.86
3880.96,0.50, 85784.53, -139408.12, 115523.68, 115523.68,-23884.44, 42.97, 115566.65, -23841.47, -23927.41, -5.41, True, -1187287.94
3881.46,0.50, 85796.06, -138873.76, 115523.68, 115523.68,-23350.08, 41.07, 115564.75, -23309.02, -23391.15, -5.41, True, -1189377.55
3881.96,0.50, 85807.59, -138873.76, 115523.68, 115523.68,-23350.08, 41.07, 115564.75, -23309.02, -23391.15, -5.41, True, -1191417.48
3882.46,0.50, 85819.11, -135735.82, 115523.68, 115523.68,-20212.14, 30.76, 115554.44, -20181.39, -20242.90, -5.42, True, -1193782.40
3882.96,0.50, 85830.64, -121641.43, 115523.68, 115523.68,-6117.75, 2.81, 115526.49, -6114.94, -6120.56, -5.42, True, -1197252.59
3883.46,0.50, 85842.17, -122454.66, 115523.68, 115523.68,-6930.99, 3.61, 115527.29, -6927.38, -6934.60, -5.42, True, -1199228.42
3883.96,0.50, 85853.70, -123960.35, 115523.68, 115523.68,-8436.68, 5.35, 115529.03, -8431.33, -8442.02, -5.42, True, -1201139.33
3884.46,0.50, 85865.23, -125702.15, 115523.68, 115523.68,-10178.47, 7.79, 115531.47, -10170.68, -10186.26, -5.42, True, -1203030.47
3884.96,0.50, 85876.75, -126051.84, 115523.68, 115523.68,-10528.17, 8.33, 115532.01, -10519.83, -10536.50, -5.42, True, -1205066.12
3885.46,0.50, 85888.28, -125424.93, 115523.68, 115523.68,-9901.25, 7.37, 115531.05, -9893.89, -9908.62, -5.42, True, -1207205.23
3885.96,0.50, 85899.81, -122742.35, 115523.68, 115523.68,-7218.67, 3.92, 115527.59, -7214.76, -7222.59, -5.42, True, -1209556.76
3886.46,0.50, 85911.34, -119818.43, 115523.68, 115523.68,-4294.75, 1.39, 115525.06, -4293.37, -4296.14, -5.42, True, -1211937.07
3886.96,0.50, 85922.86, -116778.03, 115523.68, 115523.68,-1254.35, 0.12, 115523.80, -1254.23, -1254.47, -5.42, True, -1214333.47
3887.46,0.50, 85934.39, -114056.12, 115523.68, 115523.68,1467.56, 0.16, 115523.84, 1467.72, 1467.40, -5.42, True, -1216702.49
3887.96,0.50, 85945.92, -111308.46, 115523.68, 115523.68,4215.22, 1.33, 115525.01, 4216.55, 4213.88, -5.42, True, -1219078.67
3888.46,0.50, 85957.45, -107038.49, 115523.68, 115523.68,8485.18, 5.40, 115529.07, 8490.58, 8479.79, -5.42, True, -1221610.21
3888.96,0.50, 85968.98, -101834.78, 115523.68, 115523.68,13688.90, 14.04, 115537.71, 13702.94, 13674.86, -5.42, True, -1224236.87
3889.46,0.50, 85980.50, -94994.66, 115523.68, 115523.68,20529.01, 31.54, 115555.21, 20560.55, 20497.48, -5.42, True, -1227025.10
3889.96,0.50, 85992.03, -88285.23, 115523.68, 115523.68,27238.45, 55.46, 115579.14, 27293.92, 27182.99, -5.41, True, -1229800.29
3890.46,0.50, 86003.56, -81917.96, 115523.68, 115523.68,33605.72, 84.34, 115608.02, 33690.06, 33521.37, -5.41, True, -1232542.67
3890.96,0.50, 86015.09, -76605.28, 115523.68, 115523.68,38918.39, 113.03, 115636.71, 39031.42, 38805.36, -5.41, True, -1235185.75
3891.46,0.50, 86026.61, -71687.17, 115523.68, 115523.68,43836.50, 143.30, 115666.98, 43979.80, 43693.21, -5.40, True, -1237793.92
3891.96,0.50, 86038.14, -67601.35, 115523.68, 115523.68,47922.33, 171.15, 115694.83, 48093.48, 47751.17, -5.40, True, -1240327.01
3892.46,0.50, 86049.67, -64140.54, 115523.68, 115523.68,51383.14, 196.66, 115720.34, 51579.80, 51186.48, -5.39, True, -1242805.62
3892.96,0.50, 86061.20, -62036.18, 115523.68, 115523.68,53487.50, 213.04, 115736.71, 53700.53, 53274.46, -5.38, True, -1245162.54
3893.46,0.50, 86072.73, -61651.15, 115523.68, 115523.68,53872.53, 216.10, 115739.78, 54088.63, 53656.43, -5.38, True, -1247364.76
3893.96,0.50, 86084.25, -62620.10, 115523.68, 115523.68,52903.58, 208.43, 115732.11, 53112.01, 52695.15, -5.37, True, -1249445.91
3894.46,0.50, 86095.78, -66261.52, 115523.68, 115523.68,49262.16, 180.82, 115704.50, 49442.98, 49081.34, -5.37, True, -1251280.70
3894.96,0.50, 86107.31, -68499.64, 115523.68, 115523.68,47024.04, 164.82, 115688.50, 47188.85, 46859.22, -5.36, True, -1253250.43
3895.46,0.50, 86118.84, -69586.19, 115523.68, 115523.68,45937.49, 157.31, 115680.99, 46094.80, 45780.17, -5.36, True, -1255333.38
3895.96,0.50, 86130.36, -76484.03, 115523.68, 115523.68,39039.65, 113.73, 115637.41, 39153.38, 38925.91, -5.35, True, -1256864.06
3896.46,0.50, 86141.89, -77287.47, 115523.68, 115523.68,38236.20, 109.11, 115632.79, 38345.32, 38127.09, -5.35, True, -1258981.80
3896.96,0.50, 86153.42, -76292.99, 115523.68, 115523.68,39230.69, 114.85, 115638.52, 39345.53, 39115.84, -5.34, True, -1261278.40
3897.46,0.50, 86164.95, -74115.28, 115523.68, 115523.68,41408.40, 127.91, 115651.59, 41536.31, 41280.49, -5.34, True, -1263694.66
3897.96,0.50, 86176.48, -71313.12, 115523.68, 115523.68,44210.56, 145.75, 115669.42, 44356.30, 44064.81, -5.33, True, -1266176.23
3898.46,0.50, 86188.00, -68791.07, 115523.68, 115523.68,46732.61, 162.79, 115686.47, 46895.40, 46569.82, -5.33, True, -1268635.92
3898.96,0.50, 86199.53, -67375.92, 115523.68, 115523.68,48147.75, 172.76, 115696.44, 48320.51, 47974.99, -5.32, True, -1270994.79
3899.46,0.50, 86211.06, -67144.78, 115523.68, 115523.68,48378.90, 174.42, 115698.09, 48553.32, 48204.48, -5.32, True, -1273245.67
3899.96,0.50, 86222.59, -68427.54, 115523.68, 115523.68,47096.13, 165.32, 115689.00, 47261.46, 46930.81, -5.31, True, -1275356.36
3900.46,0.50, 86234.11, -70376.78, 115523.68, 115523.68,45146.90, 151.96, 115675.64, 45298.86, 44994.93, -5.31, True, -1277407.26
3900.96,0.50, 86245.64, -72515.72, 115523.68, 115523.68,43007.96, 137.95, 115661.63, 43145.91, 42870.01, -5.30, True, -1279443.86
3901.46,0.50, 86257.17, -73279.68, 115523.68, 115523.68,42243.99, 133.11, 115656.79, 42377.10, 42110.89, -5.30, True, -1281618.78
3901.96,0.50, 86268.70, -73208.58, 115523.68, 115523.68,42315.10, 133.55, 115657.23, 42448.66, 42181.55, -5.29, True, -1283880.51
3902.46,0.50, 86280.23, -71616.26, 115523.68, 115523.68,43907.42, 143.76, 115667.44, 44051.18, 43763.66, -5.29, True, -1286296.49
3902.96,0.50, 86291.75, -70008.37, 115523.68, 115523.68,45515.31, 154.45, 115678.12, 45669.75, 45360.86, -5.28, True, -1288719.59
3903.46,0.50, 86303.28, -68429.52, 115523.68, 115523.68,47094.16, 165.31, 115688.99, 47259.47, 46928.85, -5.28, True, -1291145.49
3903.96,0.50, 86314.81, -67448.75, 115523.68, 115523.68,48074.92, 172.24, 115695.92, 48247.16, 47902.68, -5.27, True, -1293518.74
3904.46,0.50, 86326.34, -66763.37, 115523.68, 115523.68,48760.31, 177.17, 115700.85, 48937.47, 48583.14, -5.27, True, -1295868.89
3904.96,0.50, 86337.86, -66337.48, 115523.68, 115523.68,49186.20, 180.27, 115703.94, 49366.46, 49005.93, -5.26, True, -1298199.42
3905.46,0.50, 86349.39, -65868.96, 115523.68, 115523.68,49654.72, 183.70, 115707.38, 49838.43, 49471.02, -5.26, True, -1300539.80
3905.96,0.50, 86360.92, -65210.30, 115523.68, 115523.68,50313.38, 188.59, 115712.27, 50501.97, 50124.79, -5.25, True, -1302904.50
3906.46,0.50, 86372.45, -63934.58, 115523.68, 115523.68,51589.10, 198.24, 115721.92, 51787.34, 51390.86, -5.25, True, -1305335.33
3906.96,0.50, 86383.98, -62117.76, 115523.68, 115523.68,53405.92, 212.39, 115736.07, 53618.31, 53193.53, -5.24, True, -1307824.83
3907.46,0.50, 86395.50, -59694.47, 115523.68, 115523.68,55829.21, 232.02, 115755.69, 56061.23, 55597.19, -5.23, True, -1310379.20
3907.96,0.50, 86407.03, -57123.64, 115523.68, 115523.68,58400.04, 253.78, 115777.46, 58653.82, 58146.26, -5.23, True, -1312953.45
3908.46,0.50, 86418.56, -54834.58, 115523.68, 115523.68,60689.10, 273.97, 115797.65, 60963.07, 60415.13, -5.22, True, -1315505.88
3908.96,0.50, 86430.09, -53007.27, 115523.68, 115523.68,62516.41, 290.64, 115814.32, 62807.05, 62225.77, -5.21, True, -1318019.25
3909.46,0.50, 86441.61, -51958.73, 115523.68, 115523.68,63564.95, 300.42, 115824.10, 63865.37, 63264.53, -5.21, True, -1320463.03
3909.96,0.50, 86453.14, -52005.78, 115523.68, 115523.68,63517.90, 299.98, 115823.66, 63817.88, 63217.91, -5.20, True, -1322806.49
3910.46,0.50, 86464.67, -52921.15, 115523.68, 115523.68,62602.53, 291.44, 115815.11, 62893.97, 62311.09, -5.19, True, -1325071.21
3910.96,0.50, 86476.20, -55179.03, 115523.68, 115523.68,60344.64, 270.88, 115794.56, 60615.53, 60073.76, -5.19, True, -1327209.92
3911.46,0.50, 86487.73, -57837.03, 115523.68, 115523.68,57686.65, 247.64, 115771.32, 57934.29, 57439.00, -5.18, True, -1329313.41
3911.96,0.50, 86499.25, -60578.95, 115523.68, 115523.68,54944.73, 224.75, 115748.43, 55169.48, 54719.98, -5.17, True, -1331412.32
3912.46,0.50, 86510.78, -62792.42, 115523.68, 115523.68,52731.26, 207.08, 115730.76, 52938.33, 52524.18, -5.17, True, -1333567.58
3912.96,0.50, 86522.31, -64212.86, 115523.68, 115523.68,51310.82, 196.11, 115719.79, 51506.93, 51114.70, -5.16, True, -1335806.55
3913.46,0.50, 86533.84, -65089.66, 115523.68, 115523.68,50434.02, 189.49, 115713.17, 50623.51, 50244.52, -5.16, True, -1338105.17
3913.96,0.50, 86545.36, -65684.76, 115523.68, 115523.68,49838.92, 185.06, 115708.74, 50023.98, 49653.86, -5.15, True, -1340437.62
3914.46,0.50, 86556.89, -66428.38, 115523.68, 115523.68,49095.30, 179.60, 115703.28, 49274.90, 48915.70, -5.15, True, -1342760.71
3914.96,0.50, 86568.42, -66791.25, 115523.68, 115523.68,48732.43, 176.97, 115700.64, 48909.39, 48555.46, -5.14, True, -1345127.92
3915.46,0.50, 86579.95, -67069.20, 115523.68, 115523.68,48454.48, 174.96, 115698.64, 48629.44, 48279.52, -5.14, True, -1347509.55
3915.96,0.50, 86591.48, -68133.98, 115523.68, 115523.68,47389.70, 167.38, 115691.06, 47557.08, 47222.31, -5.13, True, -1349816.99
3916.46,0.50, 86603.00, -68510.37, 115523.68, 115523.68,47013.31, 164.74, 115688.42, 47178.05, 46848.56, -5.13, True, -1352200.13
3916.96,0.50, 86614.53, -69329.34, 115523.68, 115523.68,46194.34, 159.07, 115682.75, 46353.41, 46035.27, -5.12, True, -1354543.83
3917.46,0.50, 86626.06, -70273.77, 115523.68, 115523.68,45249.91, 152.66, 115676.33, 45402.57, 45097.25, -5.12, True, -1356880.27
3917.96,0.50, 86637.59, -70749.31, 115523.68, 115523.68,44774.37, 149.48, 115673.15, 44923.85, 44624.90, -5.11, True, -1359270.55
3918.46,0.50, 86649.11, -70619.18, 115523.68, 115523.68,44904.50, 150.34, 115674.02, 45054.84, 44754.16, -5.11, True, -1361729.18
3918.96,0.50, 86660.64, -69188.10, 115523.68, 115523.68,46335.58, 160.04, 115683.72, 46495.62, 46175.53, -5.10, True, -1364328.15
3919.46,0.50, 86672.17, -67641.95, 115523.68, 115523.68,47881.72, 170.86, 115694.54, 48052.59, 47710.86, -5.10, True, -1366945.27
3919.96,0.50, 86683.70, -66111.29, 115523.68, 115523.68,49412.38, 181.92, 115705.60, 49594.30, 49230.46, -5.09, True, -1369567.10
3920.46,0.50, 86695.23, -65871.26, 115523.68, 115523.68,49652.42, 183.69, 115707.36, 49836.11, 49468.73, -5.08, True, -1372062.37
3920.96,0.50, 86706.75, -66332.43, 115523.68, 115523.68,49191.25, 180.30, 115703.98, 49371.55, 49010.95, -5.08, True, -1374491.47
3921.46,0.50, 86718.28, -67922.41, 115523.68, 115523.68,47601.26, 168.87, 115692.55, 47770.14, 47432.39, -5.07, True, -1376809.52
3921.96,0.50, 86729.81, -69877.37, 115523.68, 115523.68,45646.31, 155.33, 115679.01, 45801.64, 45490.98, -5.07, True, -1379094.73
3922.46,0.50, 86741.34, -72270.82, 115523.68, 115523.68,43252.86, 139.52, 115663.20, 43392.38, 43113.33, -5.06, True, -1381338.86
3922.96,0.50, 86752.86, -74964.93, 115523.68, 115523.68,40558.75, 122.73, 115646.41, 40681.48, 40436.02, -5.06, True, -1383555.71
3923.46,0.50, 86764.39, -77834.01, 115523.68, 115523.68,37689.66, 106.03, 115629.70, 37795.69, 37583.64, -5.06, True, -1385758.07
3923.96,0.50, 86775.92, -80707.82, 115523.68, 115523.68,34815.86, 90.51, 115614.19, 34906.37, 34725.34, -5.05, True, -1387963.79
3924.46,0.50, 86787.45, -83569.35, 115523.68, 115523.68,31954.33, 76.28, 115599.96, 32030.61, 31878.05, -5.05, True, -1390174.69
3924.96,0.50, 86798.98, -86235.46, 115523.68, 115523.68,29288.22, 64.11, 115587.78, 29352.32, 29224.11, -5.04, True, -1392410.63
3925.46,0.50, 86810.50, -88855.53, 115523.68, 115523.68,26668.15, 53.17, 115576.85, 26721.32, 26614.98, -5.04, True, -1394655.75
3925.96,0.50, 86822.03, -91325.77, 115523.68, 115523.68,24197.91, 43.79, 115567.47, 24241.70, 24154.12, -5.04, True, -1396921.48
3926.46,0.50, 86833.56, -93823.55, 115523.68, 115523.68,21700.12, 35.23, 115558.91, 21735.35, 21664.89, -5.04, True, -1399188.64
